"Hash","GroupCount","RelativePath","SizeKB"
"165F0DDDD511C89E05B01EFBB81ABF7B3EDE9CD06B58F1DE7E0E8B7931A4C3C6","5","data\500 cases with annotation\case 4\case_4.png","2280.02"
"165F0DDDD511C89E05B01EFBB81ABF7B3EDE9CD06B58F1DE7E0E8B7931A4C3C6","5","_non-using\week1\dataset\images\train\case_4.png","2280.02"
"165F0DDDD511C89E05B01EFBB81ABF7B3EDE9CD06B58F1DE7E0E8B7931A4C3C6","5","_non-using\week1\dataset_v2\images\train\case_4.png","2280.02"
"165F0DDDD511C89E05B01EFBB81ABF7B3EDE9CD06B58F1DE7E0E8B7931A4C3C6","5","_non-using\week4\dataset_3class\images\train\case_4.png","2280.02"
"165F0DDDD511C89E05B01EFBB81ABF7B3EDE9CD06B58F1DE7E0E8B7931A4C3C6","5","_non-using\week4\inference_full_500\_temp_images\case_4.png","2280.02"
"F0BD7948E6103A179821E1439B732C3D3A29C25A17CCC0B78447688738B81206","5","data\500 cases with annotation\case 40\case_40.png","2500.81"
"F0BD7948E6103A179821E1439B732C3D3A29C25A17CCC0B78447688738B81206","5","_non-using\week1\dataset\images\train\case_40.png","2500.81"
"F0BD7948E6103A179821E1439B732C3D3A29C25A17CCC0B78447688738B81206","5","_non-using\week1\dataset_v2\images\train\case_40.png","2500.81"
"F0BD7948E6103A179821E1439B732C3D3A29C25A17CCC0B78447688738B81206","5","_non-using\week4\dataset_3class\images\train\case_40.png","2500.81"
"F0BD7948E6103A179821E1439B732C3D3A29C25A17CCC0B78447688738B81206","5","_non-using\week4\inference_full_500\_temp_images\case_40.png","2500.81"
"CE8C28792C0C2C0F5C39FC1BA42A4F26AC12614FBE51CCFA1B9CACAC81515765","5","data\500 cases with annotation\case 400\case_400.png","2677.87"
"CE8C28792C0C2C0F5C39FC1BA42A4F26AC12614FBE51CCFA1B9CACAC81515765","5","_non-using\week1\dataset\images\train\case_400.png","2677.87"
"CE8C28792C0C2C0F5C39FC1BA42A4F26AC12614FBE51CCFA1B9CACAC81515765","5","_non-using\week1\dataset_v2\images\train\case_400.png","2677.87"
"CE8C28792C0C2C0F5C39FC1BA42A4F26AC12614FBE51CCFA1B9CACAC81515765","5","_non-using\week4\dataset_3class\images\train\case_400.png","2677.87"
"CE8C28792C0C2C0F5C39FC1BA42A4F26AC12614FBE51CCFA1B9CACAC81515765","5","_non-using\week4\inference_full_500\_temp_images\case_400.png","2677.87"
"9DCFB40AF0E6580FC2D176ED09E1415F1892B609879D824FD929B9C1AA7A6A4A","5","data\500 cases with annotation\case 401\case_401.png","2651.73"
"9DCFB40AF0E6580FC2D176ED09E1415F1892B609879D824FD929B9C1AA7A6A4A","5","_non-using\week1\dataset\images\train\case_401.png","2651.73"
"9DCFB40AF0E6580FC2D176ED09E1415F1892B609879D824FD929B9C1AA7A6A4A","5","_non-using\week1\dataset_v2\images\train\case_401.png","2651.73"
"9DCFB40AF0E6580FC2D176ED09E1415F1892B609879D824FD929B9C1AA7A6A4A","5","_non-using\week4\dataset_3class\images\train\case_401.png","2651.73"
"9DCFB40AF0E6580FC2D176ED09E1415F1892B609879D824FD929B9C1AA7A6A4A","5","_non-using\week4\inference_full_500\_temp_images\case_401.png","2651.73"
"C40FE14C25AC571C09F7EF322EB6666A5C17F2786E436A5A527F8286E2EFB2A3","5","data\500 cases with annotation\case 402\case_402.png","2771.66"
"C40FE14C25AC571C09F7EF322EB6666A5C17F2786E436A5A527F8286E2EFB2A3","5","_non-using\week1\dataset\images\train\case_402.png","2771.66"
"C40FE14C25AC571C09F7EF322EB6666A5C17F2786E436A5A527F8286E2EFB2A3","5","_non-using\week1\dataset_v2\images\train\case_402.png","2771.66"
"C40FE14C25AC571C09F7EF322EB6666A5C17F2786E436A5A527F8286E2EFB2A3","5","_non-using\week4\dataset_3class\images\train\case_402.png","2771.66"
"C40FE14C25AC571C09F7EF322EB6666A5C17F2786E436A5A527F8286E2EFB2A3","5","_non-using\week4\inference_full_500\_temp_images\case_402.png","2771.66"
"482B716EAA03A96ECC6CA9A073BC667936222A83F7DFCC1BC5D2FBC043B17F6E","5","data\500 cases with annotation\case 403\case_403.png","2458.3"
"482B716EAA03A96ECC6CA9A073BC667936222A83F7DFCC1BC5D2FBC043B17F6E","5","_non-using\week1\dataset\images\val\case_403.png","2458.3"
"482B716EAA03A96ECC6CA9A073BC667936222A83F7DFCC1BC5D2FBC043B17F6E","5","_non-using\week1\dataset_v2\images\val\case_403.png","2458.3"
"482B716EAA03A96ECC6CA9A073BC667936222A83F7DFCC1BC5D2FBC043B17F6E","5","_non-using\week4\dataset_3class\images\val\case_403.png","2458.3"
"482B716EAA03A96ECC6CA9A073BC667936222A83F7DFCC1BC5D2FBC043B17F6E","5","_non-using\week4\inference_full_500\_temp_images\case_403.png","2458.3"
"2A6BD6878EB4A4D1DEEB73B7D12EB7D7AD9CB72A70696671D0803021BCEEF8C6","5","data\500 cases with annotation\case 404\case_404.png","2774.29"
"2A6BD6878EB4A4D1DEEB73B7D12EB7D7AD9CB72A70696671D0803021BCEEF8C6","5","_non-using\week1\dataset\images\train\case_404.png","2774.29"
"2A6BD6878EB4A4D1DEEB73B7D12EB7D7AD9CB72A70696671D0803021BCEEF8C6","5","_non-using\week1\dataset_v2\images\train\case_404.png","2774.29"
"2A6BD6878EB4A4D1DEEB73B7D12EB7D7AD9CB72A70696671D0803021BCEEF8C6","5","_non-using\week4\dataset_3class\images\train\case_404.png","2774.29"
"2A6BD6878EB4A4D1DEEB73B7D12EB7D7AD9CB72A70696671D0803021BCEEF8C6","5","_non-using\week4\inference_full_500\_temp_images\case_404.png","2774.29"
"58EDDAC1199CD2BEC6341C202CB4D4D1FDADA845ACFB229D6F4E98A18184DCFA","5","data\500 cases with annotation\case 405\case_405.png","2211.21"
"58EDDAC1199CD2BEC6341C202CB4D4D1FDADA845ACFB229D6F4E98A18184DCFA","5","_non-using\week1\dataset\images\train\case_405.png","2211.21"
"58EDDAC1199CD2BEC6341C202CB4D4D1FDADA845ACFB229D6F4E98A18184DCFA","5","_non-using\week1\dataset_v2\images\train\case_405.png","2211.21"
"58EDDAC1199CD2BEC6341C202CB4D4D1FDADA845ACFB229D6F4E98A18184DCFA","5","_non-using\week4\dataset_3class\images\train\case_405.png","2211.21"
"58EDDAC1199CD2BEC6341C202CB4D4D1FDADA845ACFB229D6F4E98A18184DCFA","5","_non-using\week4\inference_full_500\_temp_images\case_405.png","2211.21"
"4C4BE18AAB2066F9FDAD6E718542ECAC445B143A78BCB372A8A2C70462B1EB55","5","data\500 cases with annotation\case 406\case_406.png","2617.35"
"4C4BE18AAB2066F9FDAD6E718542ECAC445B143A78BCB372A8A2C70462B1EB55","5","_non-using\week1\dataset\images\train\case_406.png","2617.35"
"4C4BE18AAB2066F9FDAD6E718542ECAC445B143A78BCB372A8A2C70462B1EB55","5","_non-using\week1\dataset_v2\images\train\case_406.png","2617.35"
"4C4BE18AAB2066F9FDAD6E718542ECAC445B143A78BCB372A8A2C70462B1EB55","5","_non-using\week4\dataset_3class\images\train\case_406.png","2617.35"
"4C4BE18AAB2066F9FDAD6E718542ECAC445B143A78BCB372A8A2C70462B1EB55","5","_non-using\week4\inference_full_500\_temp_images\case_406.png","2617.35"
"34D1CCF60BED8ED2D3049395D297C05CCB3DAF3F359019B27FCAA4467EF0F103","5","data\500 cases with annotation\case 407\case_407.png","2552.77"
"34D1CCF60BED8ED2D3049395D297C05CCB3DAF3F359019B27FCAA4467EF0F103","5","_non-using\week1\dataset\images\train\case_407.png","2552.77"
"34D1CCF60BED8ED2D3049395D297C05CCB3DAF3F359019B27FCAA4467EF0F103","5","_non-using\week1\dataset_v2\images\train\case_407.png","2552.77"
"34D1CCF60BED8ED2D3049395D297C05CCB3DAF3F359019B27FCAA4467EF0F103","5","_non-using\week4\dataset_3class\images\train\case_407.png","2552.77"
"34D1CCF60BED8ED2D3049395D297C05CCB3DAF3F359019B27FCAA4467EF0F103","5","_non-using\week4\inference_full_500\_temp_images\case_407.png","2552.77"
"D72301DF025943DFB93A6CDD7D4B79E68E2C00815711E00183136BF5E5578219","5","data\500 cases with annotation\case 408\case_408.png","2603.52"
"D72301DF025943DFB93A6CDD7D4B79E68E2C00815711E00183136BF5E5578219","5","_non-using\week1\dataset\images\val\case_408.png","2603.52"
"D72301DF025943DFB93A6CDD7D4B79E68E2C00815711E00183136BF5E5578219","5","_non-using\week1\dataset_v2\images\val\case_408.png","2603.52"
"D72301DF025943DFB93A6CDD7D4B79E68E2C00815711E00183136BF5E5578219","5","_non-using\week4\dataset_3class\images\val\case_408.png","2603.52"
"D72301DF025943DFB93A6CDD7D4B79E68E2C00815711E00183136BF5E5578219","5","_non-using\week4\inference_full_500\_temp_images\case_408.png","2603.52"
"3F3CD4F7F58308A98F5FBE480CE9F32FB8B3BD7771DB6E99692CEF120B64CF3B","5","data\500 cases with annotation\case 409\case_409.png","2658.33"
"3F3CD4F7F58308A98F5FBE480CE9F32FB8B3BD7771DB6E99692CEF120B64CF3B","5","_non-using\week1\dataset\images\train\case_409.png","2658.33"
"3F3CD4F7F58308A98F5FBE480CE9F32FB8B3BD7771DB6E99692CEF120B64CF3B","5","_non-using\week1\dataset_v2\images\train\case_409.png","2658.33"
"3F3CD4F7F58308A98F5FBE480CE9F32FB8B3BD7771DB6E99692CEF120B64CF3B","5","_non-using\week4\dataset_3class\images\train\case_409.png","2658.33"
"3F3CD4F7F58308A98F5FBE480CE9F32FB8B3BD7771DB6E99692CEF120B64CF3B","5","_non-using\week4\inference_full_500\_temp_images\case_409.png","2658.33"
"2F2A59E305A997E1EDA62F98E1C1357603FE9130B030DAFE868A8E30EF8470B3","5","data\500 cases with annotation\case 41\case_41.png","2582.54"
"2F2A59E305A997E1EDA62F98E1C1357603FE9130B030DAFE868A8E30EF8470B3","5","_non-using\week1\dataset\images\train\case_41.png","2582.54"
"2F2A59E305A997E1EDA62F98E1C1357603FE9130B030DAFE868A8E30EF8470B3","5","_non-using\week1\dataset_v2\images\train\case_41.png","2582.54"
"2F2A59E305A997E1EDA62F98E1C1357603FE9130B030DAFE868A8E30EF8470B3","5","_non-using\week4\dataset_3class\images\train\case_41.png","2582.54"
"2F2A59E305A997E1EDA62F98E1C1357603FE9130B030DAFE868A8E30EF8470B3","5","_non-using\week4\inference_full_500\_temp_images\case_41.png","2582.54"
"B27A6415A48A0D06A51F4D58A0C674D3D8C560543EECD1178E68502271F94D12","5","data\500 cases with annotation\case 410\case_410.png","2633.32"
"B27A6415A48A0D06A51F4D58A0C674D3D8C560543EECD1178E68502271F94D12","5","_non-using\week1\dataset\images\val\case_410.png","2633.32"
"B27A6415A48A0D06A51F4D58A0C674D3D8C560543EECD1178E68502271F94D12","5","_non-using\week1\dataset_v2\images\val\case_410.png","2633.32"
"B27A6415A48A0D06A51F4D58A0C674D3D8C560543EECD1178E68502271F94D12","5","_non-using\week4\dataset_3class\images\val\case_410.png","2633.32"
"B27A6415A48A0D06A51F4D58A0C674D3D8C560543EECD1178E68502271F94D12","5","_non-using\week4\inference_full_500\_temp_images\case_410.png","2633.32"
"C11F9CFF73C3C3CF983561E41B2804638392057492FBE9760D29D93868FDA455","5","data\500 cases with annotation\case 411\case_411.png","2628.97"
"C11F9CFF73C3C3CF983561E41B2804638392057492FBE9760D29D93868FDA455","5","_non-using\week1\dataset\images\train\case_411.png","2628.97"
"C11F9CFF73C3C3CF983561E41B2804638392057492FBE9760D29D93868FDA455","5","_non-using\week1\dataset_v2\images\train\case_411.png","2628.97"
"C11F9CFF73C3C3CF983561E41B2804638392057492FBE9760D29D93868FDA455","5","_non-using\week4\dataset_3class\images\train\case_411.png","2628.97"
"C11F9CFF73C3C3CF983561E41B2804638392057492FBE9760D29D93868FDA455","5","_non-using\week4\inference_full_500\_temp_images\case_411.png","2628.97"
"E467833017588F813549DFB93DFAF80812D9635BC5A2AFE727EAA7C92C7ACCF3","5","data\500 cases with annotation\case 412\case_412.png","2598.86"
"E467833017588F813549DFB93DFAF80812D9635BC5A2AFE727EAA7C92C7ACCF3","5","_non-using\week1\dataset\images\train\case_412.png","2598.86"
"E467833017588F813549DFB93DFAF80812D9635BC5A2AFE727EAA7C92C7ACCF3","5","_non-using\week1\dataset_v2\images\train\case_412.png","2598.86"
"E467833017588F813549DFB93DFAF80812D9635BC5A2AFE727EAA7C92C7ACCF3","5","_non-using\week4\dataset_3class\images\train\case_412.png","2598.86"
"E467833017588F813549DFB93DFAF80812D9635BC5A2AFE727EAA7C92C7ACCF3","5","_non-using\week4\inference_full_500\_temp_images\case_412.png","2598.86"
"F2500892C94F07CC47A38F44F15AAB8546B9858CB7CAA237588469B47E49D76C","5","data\500 cases with annotation\case 413\case_413.png","2553.45"
"F2500892C94F07CC47A38F44F15AAB8546B9858CB7CAA237588469B47E49D76C","5","_non-using\week1\dataset\images\val\case_413.png","2553.45"
"F2500892C94F07CC47A38F44F15AAB8546B9858CB7CAA237588469B47E49D76C","5","_non-using\week1\dataset_v2\images\val\case_413.png","2553.45"
"F2500892C94F07CC47A38F44F15AAB8546B9858CB7CAA237588469B47E49D76C","5","_non-using\week4\dataset_3class\images\val\case_413.png","2553.45"
"F2500892C94F07CC47A38F44F15AAB8546B9858CB7CAA237588469B47E49D76C","5","_non-using\week4\inference_full_500\_temp_images\case_413.png","2553.45"
"78003861B4127845EAEFAB6FF65F63F3F2D7F72B6A61C853E198E76F79F40A92","5","data\500 cases with annotation\case 414\case_414.png","2157.78"
"78003861B4127845EAEFAB6FF65F63F3F2D7F72B6A61C853E198E76F79F40A92","5","_non-using\week1\dataset\images\train\case_414.png","2157.78"
"78003861B4127845EAEFAB6FF65F63F3F2D7F72B6A61C853E198E76F79F40A92","5","_non-using\week1\dataset_v2\images\train\case_414.png","2157.78"
"78003861B4127845EAEFAB6FF65F63F3F2D7F72B6A61C853E198E76F79F40A92","5","_non-using\week4\dataset_3class\images\train\case_414.png","2157.78"
"78003861B4127845EAEFAB6FF65F63F3F2D7F72B6A61C853E198E76F79F40A92","5","_non-using\week4\inference_full_500\_temp_images\case_414.png","2157.78"
"B974F07BA306603A7DDA4538D4804948F74E1B5D842B1B86F2EA2409CFAEF9A4","5","data\500 cases with annotation\case 415\case_415.png","2643.42"
"B974F07BA306603A7DDA4538D4804948F74E1B5D842B1B86F2EA2409CFAEF9A4","5","_non-using\week1\dataset\images\train\case_415.png","2643.42"
"B974F07BA306603A7DDA4538D4804948F74E1B5D842B1B86F2EA2409CFAEF9A4","5","_non-using\week1\dataset_v2\images\train\case_415.png","2643.42"
"B974F07BA306603A7DDA4538D4804948F74E1B5D842B1B86F2EA2409CFAEF9A4","5","_non-using\week4\dataset_3class\images\train\case_415.png","2643.42"
"B974F07BA306603A7DDA4538D4804948F74E1B5D842B1B86F2EA2409CFAEF9A4","5","_non-using\week4\inference_full_500\_temp_images\case_415.png","2643.42"
"611AEBA5C34B9DE9CAD4516E6E3E7B363DFAD03ABB57EE3699F621F9A0359AC1","5","data\500 cases with annotation\case 416\case_416.png","2549.73"
"611AEBA5C34B9DE9CAD4516E6E3E7B363DFAD03ABB57EE3699F621F9A0359AC1","5","_non-using\week1\dataset\images\train\case_416.png","2549.73"
"611AEBA5C34B9DE9CAD4516E6E3E7B363DFAD03ABB57EE3699F621F9A0359AC1","5","_non-using\week1\dataset_v2\images\train\case_416.png","2549.73"
"611AEBA5C34B9DE9CAD4516E6E3E7B363DFAD03ABB57EE3699F621F9A0359AC1","5","_non-using\week4\dataset_3class\images\train\case_416.png","2549.73"
"611AEBA5C34B9DE9CAD4516E6E3E7B363DFAD03ABB57EE3699F621F9A0359AC1","5","_non-using\week4\inference_full_500\_temp_images\case_416.png","2549.73"
"52E7A42EA8F205D701F79CB6CAF6C0374D153FE00BE38EAAF7B9741AB71FD14C","5","data\500 cases with annotation\case 417\case_417.png","2570.26"
"52E7A42EA8F205D701F79CB6CAF6C0374D153FE00BE38EAAF7B9741AB71FD14C","5","_non-using\week1\dataset\images\train\case_417.png","2570.26"
"52E7A42EA8F205D701F79CB6CAF6C0374D153FE00BE38EAAF7B9741AB71FD14C","5","_non-using\week1\dataset_v2\images\train\case_417.png","2570.26"
"52E7A42EA8F205D701F79CB6CAF6C0374D153FE00BE38EAAF7B9741AB71FD14C","5","_non-using\week4\dataset_3class\images\train\case_417.png","2570.26"
"52E7A42EA8F205D701F79CB6CAF6C0374D153FE00BE38EAAF7B9741AB71FD14C","5","_non-using\week4\inference_full_500\_temp_images\case_417.png","2570.26"
"9910A2710EEB69C679F008D9B42B074878EB0B312F12104046DBF7D999FB60FA","5","data\500 cases with annotation\case 418\case_418.png","2351.57"
"9910A2710EEB69C679F008D9B42B074878EB0B312F12104046DBF7D999FB60FA","5","_non-using\week1\dataset\images\train\case_418.png","2351.57"
"9910A2710EEB69C679F008D9B42B074878EB0B312F12104046DBF7D999FB60FA","5","_non-using\week1\dataset_v2\images\train\case_418.png","2351.57"
"9910A2710EEB69C679F008D9B42B074878EB0B312F12104046DBF7D999FB60FA","5","_non-using\week4\dataset_3class\images\train\case_418.png","2351.57"
"9910A2710EEB69C679F008D9B42B074878EB0B312F12104046DBF7D999FB60FA","5","_non-using\week4\inference_full_500\_temp_images\case_418.png","2351.57"
"720C5E7CE0ED784AC1A6EFBDABF696FE390E968C8A92A0F57476E491C2872F7E","5","data\500 cases with annotation\case 419\case_419.png","2548.77"
"720C5E7CE0ED784AC1A6EFBDABF696FE390E968C8A92A0F57476E491C2872F7E","5","_non-using\week1\dataset\images\train\case_419.png","2548.77"
"720C5E7CE0ED784AC1A6EFBDABF696FE390E968C8A92A0F57476E491C2872F7E","5","_non-using\week1\dataset_v2\images\train\case_419.png","2548.77"
"720C5E7CE0ED784AC1A6EFBDABF696FE390E968C8A92A0F57476E491C2872F7E","5","_non-using\week4\dataset_3class\images\train\case_419.png","2548.77"
"720C5E7CE0ED784AC1A6EFBDABF696FE390E968C8A92A0F57476E491C2872F7E","5","_non-using\week4\inference_full_500\_temp_images\case_419.png","2548.77"
"1169E6FADAC71DEAB9DE02639244A294F444B2AB5BFAB656B1A987A52E0B014B","5","data\500 cases with annotation\case 42\case_42.png","2742.27"
"1169E6FADAC71DEAB9DE02639244A294F444B2AB5BFAB656B1A987A52E0B014B","5","_non-using\week1\dataset\images\train\case_42.png","2742.27"
"1169E6FADAC71DEAB9DE02639244A294F444B2AB5BFAB656B1A987A52E0B014B","5","_non-using\week1\dataset_v2\images\train\case_42.png","2742.27"
"1169E6FADAC71DEAB9DE02639244A294F444B2AB5BFAB656B1A987A52E0B014B","5","_non-using\week4\dataset_3class\images\train\case_42.png","2742.27"
"1169E6FADAC71DEAB9DE02639244A294F444B2AB5BFAB656B1A987A52E0B014B","5","_non-using\week4\inference_full_500\_temp_images\case_42.png","2742.27"
"80717447263E2027590D95675FA66CF3B9A31DAB6C57B6FE23DB8B4353FC7106","5","data\500 cases with annotation\case 420\case_420.png","2806.36"
"80717447263E2027590D95675FA66CF3B9A31DAB6C57B6FE23DB8B4353FC7106","5","_non-using\week1\dataset\images\val\case_420.png","2806.36"
"80717447263E2027590D95675FA66CF3B9A31DAB6C57B6FE23DB8B4353FC7106","5","_non-using\week1\dataset_v2\images\val\case_420.png","2806.36"
"80717447263E2027590D95675FA66CF3B9A31DAB6C57B6FE23DB8B4353FC7106","5","_non-using\week4\dataset_3class\images\val\case_420.png","2806.36"
"80717447263E2027590D95675FA66CF3B9A31DAB6C57B6FE23DB8B4353FC7106","5","_non-using\week4\inference_full_500\_temp_images\case_420.png","2806.36"
"9E28FC4CD3351F8F1177B6F9C4911E4A742E44AF7E0110DEEDDB75C6DC70590E","5","data\500 cases with annotation\case 421\case_421.png","2532.92"
"9E28FC4CD3351F8F1177B6F9C4911E4A742E44AF7E0110DEEDDB75C6DC70590E","5","_non-using\week1\dataset\images\train\case_421.png","2532.92"
"9E28FC4CD3351F8F1177B6F9C4911E4A742E44AF7E0110DEEDDB75C6DC70590E","5","_non-using\week1\dataset_v2\images\train\case_421.png","2532.92"
"9E28FC4CD3351F8F1177B6F9C4911E4A742E44AF7E0110DEEDDB75C6DC70590E","5","_non-using\week4\dataset_3class\images\train\case_421.png","2532.92"
"9E28FC4CD3351F8F1177B6F9C4911E4A742E44AF7E0110DEEDDB75C6DC70590E","5","_non-using\week4\inference_full_500\_temp_images\case_421.png","2532.92"
"5AD682DEBF70D686D83AB5537599524009E8F8AC99762CFDBA8BBB20BE3584E8","5","data\500 cases with annotation\case 422\case_422.png","2860.83"
"5AD682DEBF70D686D83AB5537599524009E8F8AC99762CFDBA8BBB20BE3584E8","5","_non-using\week1\dataset\images\val\case_422.png","2860.83"
"5AD682DEBF70D686D83AB5537599524009E8F8AC99762CFDBA8BBB20BE3584E8","5","_non-using\week1\dataset_v2\images\val\case_422.png","2860.83"
"5AD682DEBF70D686D83AB5537599524009E8F8AC99762CFDBA8BBB20BE3584E8","5","_non-using\week4\dataset_3class\images\val\case_422.png","2860.83"
"5AD682DEBF70D686D83AB5537599524009E8F8AC99762CFDBA8BBB20BE3584E8","5","_non-using\week4\inference_full_500\_temp_images\case_422.png","2860.83"
"F0ED4ACE446E01B53AFC86085AC23DD482A0E26A3E7F080E6C113278940F4EFB","5","data\500 cases with annotation\case 423\case_423.png","2696.57"
"F0ED4ACE446E01B53AFC86085AC23DD482A0E26A3E7F080E6C113278940F4EFB","5","_non-using\week1\dataset\images\val\case_423.png","2696.57"
"F0ED4ACE446E01B53AFC86085AC23DD482A0E26A3E7F080E6C113278940F4EFB","5","_non-using\week1\dataset_v2\images\val\case_423.png","2696.57"
"F0ED4ACE446E01B53AFC86085AC23DD482A0E26A3E7F080E6C113278940F4EFB","5","_non-using\week4\dataset_3class\images\val\case_423.png","2696.57"
"F0ED4ACE446E01B53AFC86085AC23DD482A0E26A3E7F080E6C113278940F4EFB","5","_non-using\week4\inference_full_500\_temp_images\case_423.png","2696.57"
"680A07177CCAA3F311E62C65851DA1389DDEFDDC21790847035FF5D7B6736B00","5","data\500 cases with annotation\case 424\case_424.png","2582.94"
"680A07177CCAA3F311E62C65851DA1389DDEFDDC21790847035FF5D7B6736B00","5","_non-using\week1\dataset\images\train\case_424.png","2582.94"
"680A07177CCAA3F311E62C65851DA1389DDEFDDC21790847035FF5D7B6736B00","5","_non-using\week1\dataset_v2\images\train\case_424.png","2582.94"
"680A07177CCAA3F311E62C65851DA1389DDEFDDC21790847035FF5D7B6736B00","5","_non-using\week4\dataset_3class\images\train\case_424.png","2582.94"
"680A07177CCAA3F311E62C65851DA1389DDEFDDC21790847035FF5D7B6736B00","5","_non-using\week4\inference_full_500\_temp_images\case_424.png","2582.94"
"3E9DD859BD557B13267A175CCBA76C3C040219FFEAC5577FEE572D90865A6D17","5","data\500 cases with annotation\case 425\case_425.png","2396.97"
"3E9DD859BD557B13267A175CCBA76C3C040219FFEAC5577FEE572D90865A6D17","5","_non-using\week1\dataset\images\train\case_425.png","2396.97"
"3E9DD859BD557B13267A175CCBA76C3C040219FFEAC5577FEE572D90865A6D17","5","_non-using\week1\dataset_v2\images\train\case_425.png","2396.97"
"3E9DD859BD557B13267A175CCBA76C3C040219FFEAC5577FEE572D90865A6D17","5","_non-using\week4\dataset_3class\images\train\case_425.png","2396.97"
"3E9DD859BD557B13267A175CCBA76C3C040219FFEAC5577FEE572D90865A6D17","5","_non-using\week4\inference_full_500\_temp_images\case_425.png","2396.97"
"A301BB6F72C27DFB381EE4AF322DA5B329B23F2EAB5AB5633CA0F51B866D8DE3","5","data\500 cases with annotation\case 426\case_426.png","2748.09"
"A301BB6F72C27DFB381EE4AF322DA5B329B23F2EAB5AB5633CA0F51B866D8DE3","5","_non-using\week1\dataset\images\train\case_426.png","2748.09"
"A301BB6F72C27DFB381EE4AF322DA5B329B23F2EAB5AB5633CA0F51B866D8DE3","5","_non-using\week1\dataset_v2\images\train\case_426.png","2748.09"
"A301BB6F72C27DFB381EE4AF322DA5B329B23F2EAB5AB5633CA0F51B866D8DE3","5","_non-using\week4\dataset_3class\images\train\case_426.png","2748.09"
"A301BB6F72C27DFB381EE4AF322DA5B329B23F2EAB5AB5633CA0F51B866D8DE3","5","_non-using\week4\inference_full_500\_temp_images\case_426.png","2748.09"
"C279D2F478908235993048D522465FD37B5441D4E6E9E5723D644C44239F2F85","5","data\500 cases with annotation\case 427\case_427.png","2725.95"
"C279D2F478908235993048D522465FD37B5441D4E6E9E5723D644C44239F2F85","5","_non-using\week1\dataset\images\train\case_427.png","2725.95"
"C279D2F478908235993048D522465FD37B5441D4E6E9E5723D644C44239F2F85","5","_non-using\week1\dataset_v2\images\train\case_427.png","2725.95"
"C279D2F478908235993048D522465FD37B5441D4E6E9E5723D644C44239F2F85","5","_non-using\week4\dataset_3class\images\train\case_427.png","2725.95"
"C279D2F478908235993048D522465FD37B5441D4E6E9E5723D644C44239F2F85","5","_non-using\week4\inference_full_500\_temp_images\case_427.png","2725.95"
"D50D01649DFDA0A2380A9F99FD8EB7CD515420E01CDD03C0C76A8EE70911E933","5","data\500 cases with annotation\case 428\case_428.png","2615.51"
"D50D01649DFDA0A2380A9F99FD8EB7CD515420E01CDD03C0C76A8EE70911E933","5","_non-using\week1\dataset\images\train\case_428.png","2615.51"
"D50D01649DFDA0A2380A9F99FD8EB7CD515420E01CDD03C0C76A8EE70911E933","5","_non-using\week1\dataset_v2\images\train\case_428.png","2615.51"
"D50D01649DFDA0A2380A9F99FD8EB7CD515420E01CDD03C0C76A8EE70911E933","5","_non-using\week4\dataset_3class\images\train\case_428.png","2615.51"
"D50D01649DFDA0A2380A9F99FD8EB7CD515420E01CDD03C0C76A8EE70911E933","5","_non-using\week4\inference_full_500\_temp_images\case_428.png","2615.51"
"1A4A1795BE527231780D805EE8657051B157D84E0A6AEE84C685E437B2EB2D16","5","data\500 cases with annotation\case 429\case_429.png","2363.5"
"1A4A1795BE527231780D805EE8657051B157D84E0A6AEE84C685E437B2EB2D16","5","_non-using\week1\dataset\images\val\case_429.png","2363.5"
"1A4A1795BE527231780D805EE8657051B157D84E0A6AEE84C685E437B2EB2D16","5","_non-using\week1\dataset_v2\images\val\case_429.png","2363.5"
"1A4A1795BE527231780D805EE8657051B157D84E0A6AEE84C685E437B2EB2D16","5","_non-using\week4\dataset_3class\images\val\case_429.png","2363.5"
"1A4A1795BE527231780D805EE8657051B157D84E0A6AEE84C685E437B2EB2D16","5","_non-using\week4\inference_full_500\_temp_images\case_429.png","2363.5"
"8BD9B23E0ED8EB75C515D391D07A39BD4E399288D0D241927B560F389CC42E7C","5","data\500 cases with annotation\case 43\case_43.png","2648.04"
"8BD9B23E0ED8EB75C515D391D07A39BD4E399288D0D241927B560F389CC42E7C","5","_non-using\week1\dataset\images\train\case_43.png","2648.04"
"8BD9B23E0ED8EB75C515D391D07A39BD4E399288D0D241927B560F389CC42E7C","5","_non-using\week1\dataset_v2\images\train\case_43.png","2648.04"
"8BD9B23E0ED8EB75C515D391D07A39BD4E399288D0D241927B560F389CC42E7C","5","_non-using\week4\dataset_3class\images\train\case_43.png","2648.04"
"8BD9B23E0ED8EB75C515D391D07A39BD4E399288D0D241927B560F389CC42E7C","5","_non-using\week4\inference_full_500\_temp_images\case_43.png","2648.04"
"D48D93261408B5806A75796E93474F8936BCF188B52AECB6816436DB7D65E486","5","data\500 cases with annotation\case 430\case_430.png","2693.08"
"D48D93261408B5806A75796E93474F8936BCF188B52AECB6816436DB7D65E486","5","_non-using\week1\dataset\images\train\case_430.png","2693.08"
"D48D93261408B5806A75796E93474F8936BCF188B52AECB6816436DB7D65E486","5","_non-using\week1\dataset_v2\images\train\case_430.png","2693.08"
